Min_RR,Max_RR,Mean_RR,Median_RR,Std_RR,Min_QT,Max_QT,Mean_QT,Median_QT,Std_QT,Min_QRS,Max_QRS,Mean_QRS,Median_QRS,Std_QRS,Label
576.0,640.0,607.8367346938776,608.0,16.58047405685437,272.0,552.0,438.85714285714283,496.0,96.20725926193863,60.0,208.0,186.9387755102041,200.0,34.23592108266077,0
304.0,2172.0,811.265306122449,968.0,445.61953093121406,176.0,604.0,370.2040816326531,376.0,112.70350837337233,60.0,284.0,117.79591836734694,84.0,59.03198012279298,0
392.0,948.0,565.1308016877637,564.0,32.61027672839414,296.0,7764.0,2937.3866666666668,2128.0,2006.4614018603884,64.0,216.0,191.37552742616035,208.0,38.15245777147944,0
572.0,684.0,610.8474576271186,608.0,19.205237244151313,316.0,548.0,467.45762711864404,492.0,63.704647419509435,180.0,208.0,197.28813559322035,200.0,7.52633984345921,0
616.0,812.0,638.7826086956521,624.0,40.31933026718955,316.0,552.0,476.3478260869565,504.0,74.52493524676807,184.0,208.0,201.7391304347826,204.0,4.385920074058605,0
608.0,832.0,628.0,624.0,27.417835525767398,308.0,548.0,496.0,516.0,64.94385974080065,112.0,212.0,200.13114754098362,200.0,11.700462944233411,0
308.0,1196.0,617.1857410881801,620.0,61.76592337297994,220.0,556.0,471.0281425891182,508.0,81.22588633786515,64.0,264.0,191.046904315197,200.0,30.585893184586123,0
376.0,864.0,600.735632183908,620.0,65.00417783864155,212.0,548.0,451.17241379310343,496.0,84.56146150326542,56.0,208.0,177.48659003831418,200.0,42.87660290738888,0
604.0,836.0,636.8135593220339,632.0,31.252104784044892,244.0,568.0,477.0169491525424,516.0,88.60988419546099,108.0,204.0,194.91525423728814,200.0,22.62538557446017,0
400.0,924.0,643.2413793103449,642.0,40.876310627444056,316.0,572.0,509.6896551724138,528.0,59.72846802810651,64.0,220.0,199.72413793103448,204.0,17.78588466234824,0
592.0,680.0,641.65625,640.0,16.908040570613142,236.0,572.0,508.75,532.0,66.67973830182599,112.0,212.0,202.90625,204.0,15.989956564590788,0
400.0,696.0,628.3636363636364,624.0,27.09622540009408,228.0,568.0,490.83116883116884,520.0,76.8441503569945,108.0,208.0,197.14285714285714,200.0,20.68295884640129,0
304.0,1456.0,737.8028169014085,652.0,346.53555473614887,172.0,564.0,395.15492957746477,460.0,127.71079210216041,68.0,200.0,153.91549295774647,188.0,54.079166402982764,0
396.0,772.0,567.452427184466,568.0,48.549555995010486,164.0,2420.0,1100.5296981499514,1016.0,684.5220621697193,-504.0,212.0,156.1865889212828,200.0,73.01261373062579,0
328.0,904.0,591.58,608.0,59.2741393864137,212.0,528.0,450.52,484.0,77.4741866688512,56.0,208.0,175.55,200.0,40.38164805948365,0
408.0,816.0,635.9727891156463,640.0,45.660674751381485,-328.0,552.0,317.86301369863014,498.0,302.34160644571875,-616.0,204.0,17.561643835616437,200.0,288.7666255096955,0
596.0,712.0,635.0943396226415,636.0,17.07062372543026,316.0,568.0,509.4339622641509,528.0,58.71887274442463,108.0,204.0,197.20754716981133,200.0,15.22827371696209,0
588.0,664.0,631.3584905660377,632.0,13.313483503750174,232.0,564.0,486.1509433962264,520.0,76.80639621222964,108.0,204.0,193.73584905660377,200.0,21.130458159134932,0
604.0,656.0,628.1869158878504,628.0,11.721161341715787,232.0,552.0,490.1682242990654,520.0,74.11288257878387,108.0,204.0,195.3271028037383,200.0,17.690895118984983,0
628.0,704.0,650.5217391304348,648.0,14.163239512807957,232.0,560.0,488.95652173913044,522.0,81.81074568564223,112.0,204.0,195.56521739130434,200.0,14.330951869100675,0
340.0,1068.0,602.3076923076923,604.0,55.23105492390933,208.0,532.0,458.79487179487177,492.0,77.8538010162373,60.0,204.0,184.89743589743588,196.0,32.143610606574484,0
392.0,700.0,624.9230769230769,632.0,41.00743185637966,304.0,560.0,480.9230769230769,498.0,60.66612479979954,120.0,200.0,187.84615384615384,188.0,13.744068112608568,0
408.0,984.0,639.0769230769231,636.0,54.05760679193083,316.0,560.0,496.3076923076923,516.0,66.78298334085807,64.0,204.0,195.2,196.0,16.842437243691673,0
404.0,740.0,635.9298245614035,636.0,26.921497083787507,300.0,556.0,494.56140350877195,520.0,71.45235623872212,108.0,204.0,198.17543859649123,200.0,8.835976712099004,0
412.0,976.0,631.4347826086956,632.0,42.67198050952071,232.0,564.0,487.7608695652174,520.0,76.93833916862557,64.0,208.0,196.84782608695653,200.0,18.730894487919695,0
400.0,916.0,627.3513513513514,624.0,44.734380967173244,224.0,560.0,485.4054054054054,516.0,76.30219417321142,64.0,212.0,195.17117117117118,200.0,21.26532256217627,0
400.0,744.0,632.3181818181819,630.0,43.67325618482236,308.0,548.0,502.22727272727275,524.0,58.50829919233822,108.0,204.0,196.5909090909091,200.0,16.34335864811228,0
596.0,768.0,637.1466666666666,636.0,21.258217757427886,228.0,552.0,514.7466666666667,532.0,45.98698173275659,108.0,204.0,195.97333333333333,200.0,16.443822210450005,0
404.0,736.0,642.84,640.0,41.206970284164306,316.0,572.0,509.64,526.0,60.02158278486165,108.0,208.0,199.0,200.0,9.9498743710662,0
492.0,820.0,627.4285714285714,624.0,24.162291417218942,308.0,548.0,507.3392857142857,522.0,50.94176534664511,104.0,208.0,199.05357142857142,200.0,10.665229960110604,0
584.0,656.0,615.5307262569833,612.0,15.211099484167592,232.0,556.0,493.3854748603352,516.0,66.65614265216769,108.0,208.0,198.2122905027933,200.0,13.438029285071753,0
400.0,756.0,619.1264367816092,616.0,26.667300824802012,220.0,556.0,492.32183908045977,516.0,66.46328071931227,104.0,204.0,194.48275862068965,200.0,19.376405885346486,0
396.0,792.0,626.5734265734266,632.0,43.61152242537051,228.0,560.0,494.32167832167835,520.0,72.06898418251308,64.0,204.0,194.37762237762237,200.0,23.34892046015413,0
592.0,672.0,625.4545454545455,624.0,14.490371893338045,236.0,548.0,502.5108225108225,524.0,62.86657770890641,108.0,204.0,198.47619047619048,200.0,14.75332804887871,0
388.0,948.0,629.8136645962733,628.0,48.49834536063887,228.0,564.0,502.60869565217394,524.0,62.38850167921119,108.0,244.0,194.40993788819875,200.0,23.797403702452677,0
324.0,1344.0,607.6679477325134,608.0,55.26397106282658,220.0,548.0,473.7770945426595,504.0,71.50854647790757,88.0,212.0,186.91468101460416,200.0,31.596849510593568,0
396.0,816.0,621.9512195121952,620.0,35.23714172644221,236.0,560.0,499.4634146341463,524.0,62.24659754085716,56.0,204.0,194.58536585365854,200.0,21.87210676031104,0
564.0,676.0,606.2172701949861,604.0,17.409619609391463,216.0,548.0,477.28133704735376,508.0,74.86415896765122,104.0,204.0,194.4066852367688,200.0,19.107715774112474,0
312.0,1452.0,624.7820895522389,608.0,142.01344368290825,176.0,560.0,473.4588938714499,508.0,77.37316753681999,64.0,276.0,181.70403587443946,196.0,34.699164063436086,0
304.0,1368.0,618.3124231242313,604.0,142.98592574976445,164.0,556.0,472.7921279212792,508.0,85.03944435790937,68.0,212.0,183.27675276752768,196.0,34.16375316460253,0
588.0,708.0,618.916129032258,616.0,15.911430194110785,304.0,540.0,480.7483870967742,508.0,68.46337316507622,108.0,204.0,193.75483870967741,196.0,12.787767307701563,0
376.0,1040.0,601.8950354609929,604.0,46.51845104267865,224.0,532.0,454.1276595744681,500.0,85.34665657270605,64.0,232.0,185.7304964539007,196.0,31.54536965327945,0
580.0,708.0,610.7820512820513,608.0,16.42086496042922,220.0,552.0,482.55128205128204,512.0,73.97645977552891,108.0,204.0,197.33333333333334,200.0,13.57473772393059,0
572.0,728.0,604.2772277227723,600.0,20.41360389538426,228.0,548.0,476.8910891089109,508.0,72.2607902100727,108.0,204.0,194.73267326732673,200.0,17.808047512851555,0
332.0,2184.0,585.4279877425945,588.0,61.21370053286541,164.0,3764.0,1420.2396313364056,1532.0,744.288080982315,-1008.0,244.0,-0.3721881390593047,108.0,252.14675937904735,0
404.0,852.0,575.7122708039492,580.0,47.6113393831951,300.0,4592.0,3415.868945868946,3884.0,1057.8029830341673,-704.0,220.0,-157.72316384180792,-368.0,290.0629040975301,0
548.0,740.0,590.9319899244332,588.0,18.22744379015676,220.0,1160.0,827.8282828282828,1010.0,306.8746508287932,108.0,208.0,197.58186397984886,200.0,17.612580617893585,0
412.0,956.0,595.2941176470588,600.0,42.818457260158326,220.0,544.0,460.6033182503771,500.0,79.36139033286516,56.0,224.0,188.97737556561086,204.0,33.02228920995467,0
584.0,784.0,618.4411764705883,616.0,22.963770924795977,220.0,560.0,497.6470588235294,520.0,71.62232742285836,108.0,208.0,197.5,200.0,18.72989117772476,0
420.0,812.0,603.6123348017621,600.0,31.171960563713426,228.0,552.0,485.1453744493392,512.0,76.36794200913108,64.0,212.0,198.2907488986784,204.0,22.141794810103338,0
588.0,700.0,618.96,616.0,18.54683441093565,228.0,560.0,494.02666666666664,520.0,75.03776352980915,112.0,208.0,199.14666666666668,204.0,21.25947213727461,0
576.0,780.0,609.679012345679,604.0,20.78569496249576,308.0,560.0,501.98765432098764,520.0,59.52611084453248,108.0,212.0,201.3827160493827,204.0,15.89049556852143,0
580.0,668.0,618.9666666666667,616.0,20.448281644730496,232.0,564.0,499.1,524.0,68.35293214876253,112.0,208.0,199.7,204.0,19.020427615242163,0
392.0,928.0,616.9856459330143,612.0,32.62172324469668,224.0,560.0,493.85645933014354,520.0,70.28417007790739,64.0,208.0,199.52153110047846,204.0,18.14563006563007,0
584.0,708.0,621.3774104683196,620.0,20.300720906593032,220.0,560.0,491.0192837465565,516.0,71.19822298316728,108.0,212.0,196.099173553719,204.0,22.258958623134372,0
364.0,996.0,611.6214285714286,612.0,45.913889566252614,-1812.0,556.0,-300.7555953446732,336.0,905.8724805453725,-2100.0,208.0,-590.5210384959713,200.0,903.3774668364384,0
588.0,684.0,637.888,636.0,20.456086038145227,316.0,556.0,506.592,524.0,51.987090089752094,112.0,208.0,197.472,200.0,14.108480286692828,0
588.0,700.0,613.1023622047244,608.0,16.70627900519791,228.0,552.0,495.0236220472441,516.0,62.344163460499125,112.0,212.0,200.69291338582678,204.0,13.811732893736801,0
568.0,732.0,604.3072625698323,600.0,20.42934418134024,212.0,552.0,484.5586592178771,508.0,67.21931644423526,104.0,208.0,198.12849162011173,200.0,16.73871581758878,0
416.0,688.0,614.3064516129032,612.0,24.479806496756186,236.0,556.0,493.66129032258067,514.0,62.36842758660339,64.0,208.0,199.93548387096774,200.0,12.16004956449727,0
388.0,984.0,610.0261437908497,608.0,29.729487949796614,228.0,556.0,494.6078431372549,516.0,63.49038682769975,60.0,208.0,198.59477124183007,200.0,15.103537181904974,0
380.0,936.0,606.5465838509317,616.0,56.500200660398804,228.0,536.0,475.44099378881987,504.0,67.77628936622763,64.0,208.0,183.26708074534162,200.0,38.13163824932429,0
412.0,984.0,612.8668046928916,612.0,25.092668737413756,216.0,556.0,493.57073844030367,516.0,61.273673608724785,64.0,208.0,197.80262249827467,200.0,17.118503664914098,0
592.0,684.0,630.475,632.0,16.72047771446737,224.0,564.0,501.825,528.0,67.01171073028952,112.0,204.0,195.425,200.0,20.502911378631087,0
416.0,980.0,609.5238095238095,604.0,37.353559323651304,216.0,552.0,479.35930735930737,504.0,67.03675988051499,68.0,208.0,193.55844155844156,200.0,24.199653054555768,0
416.0,984.0,609.978947368421,612.0,38.26675868093087,192.0,552.0,483.3263157894737,512.0,64.63332073771615,56.0,208.0,188.16842105263157,200.0,30.64892979382682,0
580.0,728.0,613.8947368421053,612.0,18.58788281391529,240.0,552.0,498.01169590643275,516.0,53.734237542356595,108.0,204.0,195.01754385964912,200.0,18.193718369795146,0
588.0,848.0,616.0,612.0,25.506045864353766,208.0,540.0,480.6700507614213,508.0,69.46202093067889,64.0,204.0,190.8223350253807,200.0,28.092557473654843,0
384.0,1080.0,869.8389366692729,880.0,44.908758346177464,176.0,636.0,243.1446442533229,212.0,74.26487389062167,68.0,248.0,111.5027365129007,104.0,18.148629277761295,0
380.0,1204.0,885.8653530377668,884.0,60.449451789005444,-1556.0,612.0,-207.5848434925865,196.0,543.1555239496041,-1656.0,164.0,-363.64415156507414,100.0,556.7059435992917,0
320.0,1152.0,859.6366379960766,860.0,60.17543516651279,-9988.0,644.0,-1554.5380894800483,-600.0,2321.051815251274,-10092.0,172.0,-1722.3379685610641,-736.0,2289.577012079214,0
376.0,1952.0,885.7294179339276,892.0,49.14924020916156,-3256.0,752.0,-1668.7462608239307,-2272.0,944.6629908409423,-3604.0,256.0,-1800.031487798478,-2464.0,953.6505666984792,0
360.0,1140.0,886.6410882455529,908.0,65.51950555813151,-18740.0,612.0,-9594.007727432385,-13264.0,6518.532649207271,-18992.0,292.0,-9832.644889357218,-13524.0,6536.081284567741,0
356.0,1328.0,846.304845814978,860.0,64.96216807098448,156.0,624.0,268.6167400881057,220.0,92.62465719585961,64.0,208.0,107.58237885462555,100.0,19.81273669411204,0
340.0,1740.0,905.1367933629173,912.0,60.93458780763772,-3012.0,644.0,-510.3114427220686,-516.0,823.9585752392651,-3136.0,248.0,-739.1445294912202,-768.0,838.4119928333438,0
408.0,1076.0,773.0526315789474,780.0,105.23564552738782,152.0,572.0,342.03508771929825,324.0,110.17083463394327,52.0,296.0,116.7719298245614,112.0,39.593999874985336,0
332.0,980.0,628.1320754716982,612.0,110.79839548866323,140.0,584.0,282.92452830188677,272.0,95.46062095481773,56.0,292.0,98.09433962264151,96.0,30.01745665124187,0
348.0,1584.0,751.6564417177914,752.0,88.60572211909682,152.0,592.0,347.7546012269939,324.0,112.3903742371205,52.0,276.0,119.12883435582822,116.0,32.43230746266646,0
304.0,1832.0,652.5310821181888,628.0,120.88829729549506,-2032.0,1396.0,-211.32205995388162,-330.0,503.85827135695496,-2688.0,312.0,-1012.1921598770177,-1136.0,521.5043042971791,0
304.0,2472.0,885.7871342062712,916.0,138.7984234075301,-2208.0,692.0,-634.6107359142649,-728.0,886.2589536229852,-2328.0,372.0,-804.4405973556549,-852.0,883.6388466928148,0
304.0,1376.0,893.5012800819252,964.0,196.3984974841447,144.0,844.0,293.44188428059397,208.0,156.3287522441765,56.0,476.0,100.68817204301075,96.0,30.22146533697998,0
544.0,1192.0,1005.483870967742,1028.0,115.37592720565237,164.0,692.0,320.38709677419354,220.0,187.80732704442414,68.0,156.0,101.61290322580645,108.0,22.803052171704415,0
312.0,2736.0,956.2806711701896,960.0,106.60599104844214,144.0,748.0,472.23534539115275,472.0,56.56441632278322,40.0,244.0,152.44715624319025,156.0,20.689837868374088,0
464.0,1412.0,1067.9063063063063,1080.0,81.19729201457874,388.0,832.0,492.81081081081084,492.0,28.929586312414678,72.0,220.0,165.64594594594595,168.0,8.519445523806946,0
484.0,1216.0,1078.784,1092.0,99.56606522304675,468.0,672.0,498.848,496.0,27.41942552279314,160.0,188.0,167.488,168.0,4.232476343702348,0
448.0,1828.0,1067.1447492904447,1088.0,135.41974709359644,-1404.0,832.0,-12.049242424242424,460.0,542.295888707002,-1668.0,200.0,-350.1931818181818,132.0,538.1185170929922,0
1068.0,1356.0,1140.0,1132.0,48.63126566315131,448.0,480.0,459.875,460.0,7.841197293781097,144.0,164.0,151.625,152.0,5.035809269620922,0
360.0,2492.0,611.1935242839353,612.0,39.70708639832982,-904.0,444.0,131.7389463195915,248.0,302.42966732465686,-1128.0,336.0,-53.097521484618255,116.0,280.603106638291,0
368.0,1184.0,641.9451525685593,640.0,58.37499547927506,192.0,468.0,274.9061413673233,248.0,68.42262447265988,72.0,252.0,123.82696021629972,124.0,4.401730679719885,0
304.0,1536.0,572.1058221872541,580.0,67.2610598389995,-3172.0,448.0,-652.1070655382798,212.0,1196.8355459714737,-3872.0,284.0,-1148.1523322180674,-468.0,1366.0450923273984,0
304.0,1272.0,589.2522855240055,592.0,38.86142603230096,-4884.0,1348.0,429.18992248062017,416.0,650.1883923284071,-6052.0,332.0,-71.22056686046511,116.0,689.922070045537,0
508.0,1292.0,892.2093901780896,892.0,40.05737086896877,212.0,620.0,408.00863464651917,416.0,123.90815293019205,104.0,320.0,131.80140313005936,124.0,31.30870021751515,0
368.0,1640.0,906.736012608353,912.0,68.95507705080593,-1684.0,652.0,-267.602523659306,292.0,818.306125217063,-1992.0,320.0,-548.1056782334385,124.0,858.7457188552968,0
552.0,1068.0,909.6714285714286,908.0,45.230906446357935,272.0,632.0,450.8,468.0,117.17015709764033,120.0,328.0,128.9142857142857,124.0,22.464411764352242,0
556.0,1036.0,938.6,944.0,68.47218413341288,268.0,640.0,460.9,492.0,110.78443031401117,112.0,132.0,125.3,124.0,3.6207733980463344,0
544.0,1584.0,931.1578947368421,948.0,143.70835347580098,260.0,640.0,460.2526315789474,480.0,113.11893772495462,76.0,288.0,130.06315789473683,124.0,27.15329214364673,0
932.0,1160.0,965.6949152542373,956.0,34.61519909004808,284.0,656.0,459.1186440677966,484.0,99.16004607272276,124.0,296.0,137.96610169491527,128.0,35.46780163190028,0
576.0,1016.0,868.0,940.0,171.51093259614677,416.0,568.0,471.0,450.0,59.08468498688979,124.0,128.0,126.0,126.0,2.0,0
868.0,1020.0,912.5405405405405,910.0,22.782870040347934,256.0,620.0,417.18918918918916,438.0,121.28452984788977,120.0,288.0,129.40540540540542,124.0,25.573909275792335,0
352.0,944.0,877.1538461538462,892.0,89.94130235782939,264.0,608.0,417.84615384615387,468.0,107.20924626732109,112.0,288.0,131.46153846153845,124.0,31.093198327745583,0
548.0,1024.0,898.75,898.0,63.82348705609871,240.0,616.0,440.4166666666667,496.0,134.9672542590321,120.0,280.0,135.41666666666666,126.0,36.09237761941186,0
868.0,1156.0,928.950495049505,924.0,38.31768617769543,276.0,632.0,447.8019801980198,484.0,109.27864463973113,120.0,280.0,127.12871287128714,124.0,15.635491086359155,0
756.0,960.0,876.6206896551724,876.0,23.586106069556624,220.0,600.0,481.7241379310345,502.0,94.92970050542634,80.0,280.0,143.6206896551724,128.0,40.80560626890197,0
360.0,1180.0,676.1012658227849,708.0,181.15128267165971,216.0,480.0,399.9493670886076,404.0,63.754255005019026,108.0,272.0,140.30379746835442,128.0,33.71224261355109,0
464.0,1392.0,820.8211920529801,816.0,96.36060075939471,-676.0,576.0,437.92,520.0,221.17297966373138,-1052.0,140.0,66.56,128.0,218.9021236382446,0
828.0,916.0,864.125,864.0,18.434145175009697,212.0,588.0,435.875,458.0,119.27063500711313,120.0,268.0,129.5,126.0,20.471524939127846,0
376.0,1020.0,819.0731707317074,812.0,74.67731893364405,244.0,560.0,453.0731707317073,526.0,118.53915484518132,112.0,288.0,133.3658536585366,128.0,31.39811715464214,0
864.0,916.0,888.5,892.0,13.629013170439011,220.0,600.0,375.2,306.0,105.61893769585075,120.0,300.0,130.6,128.0,27.313732809705815,0
828.0,948.0,878.3846153846154,876.0,28.270774421485743,264.0,604.0,500.03846153846155,524.0,95.76974822226596,124.0,320.0,138.46153846153845,128.0,35.69661777689952,0
824.0,960.0,872.6857142857143,872.0,25.171152909144034,268.0,600.0,498.25714285714287,512.0,92.36599338876769,116.0,288.0,131.8,128.0,24.365432188128445,0
836.0,900.0,873.0,876.0,15.095989165632336,264.0,592.0,479.3333333333333,510.0,93.77751448093633,124.0,284.0,131.44444444444446,128.0,25.908433252133303,0
680.0,984.0,863.1801242236024,860.0,45.034960636017814,220.0,608.0,492.29813664596276,540.0,113.72719044916035,100.0,316.0,157.59006211180125,132.0,54.28661823941439,0
808.0,1028.0,927.0819672131148,928.0,60.13708249667621,224.0,644.0,508.8196721311475,534.0,120.01413963099478,120.0,304.0,133.11475409836066,128.0,32.22568894869775,0
868.0,1064.0,943.44,926.0,55.217446518288035,276.0,644.0,449.68,478.0,127.10207551413157,120.0,292.0,133.44,128.0,31.361224465891,0
888.0,1104.0,973.9692307692308,968.0,54.95339822368914,236.0,660.0,483.5692307692308,536.0,147.5863209453285,120.0,264.0,133.6,124.0,31.3299070685356,0
964.0,1112.0,1012.3636363636364,1012.0,27.21483032051205,296.0,688.0,474.75324675324674,476.0,117.29108599162579,120.0,136.0,127.01298701298701,128.0,2.746868377434241,0
948.0,1176.0,1007.625,1000.0,50.99371897596801,300.0,652.0,443.25,442.0,117.6793843457723,120.0,140.0,125.625,124.0,3.4437443284889775,0
864.0,1060.0,962.8235294117648,964.0,51.63852714381452,224.0,656.0,495.45098039215685,516.0,126.32859638159808,108.0,264.0,130.19607843137254,128.0,21.956302063589256,0
380.0,1468.0,886.6347305389221,908.0,133.6577253147181,-900.0,608.0,265.4698795180723,418.0,376.76448612949076,-1228.0,296.0,-58.36144578313253,124.0,378.6647618766055,0
480.0,1176.0,886.6666666666666,880.0,70.27022671021321,232.0,620.0,502.63492063492066,516.0,79.08711322941276,100.0,296.0,137.8095238095238,132.0,26.636207093816328,0
908.0,1004.0,956.16,960.0,22.89398174193384,400.0,604.0,494.24,496.0,69.83482225938576,120.0,132.0,127.84,128.0,2.88,0
436.0,980.0,868.0,940.0,175.46129677700057,312.0,584.0,490.6666666666667,506.0,75.90051968787098,56.0,136.0,123.33333333333333,132.0,20.965580258021852,0
816.0,1060.0,905.7528089887641,900.0,55.189821749067576,228.0,636.0,510.1123595505618,532.0,106.66691179536704,120.0,280.0,130.74157303370785,128.0,24.654706727472945,0
388.0,1048.0,876.46783625731,892.0,79.95534474084994,264.0,620.0,490.8070175438597,496.0,97.49027936485318,108.0,296.0,144.0,128.0,47.17814936787769,0
648.0,1056.0,893.3770491803278,904.0,62.63246001100682,152.0,628.0,499.40983606557376,528.0,112.59289455046358,56.0,288.0,133.50819672131146,128.0,32.359974746600855,0
824.0,944.0,868.1212121212121,864.0,28.44639570901369,252.0,592.0,472.1212121212121,504.0,111.76375451269158,120.0,280.0,131.03030303030303,128.0,26.515272726995672,0
852.0,1036.0,913.6263736263736,908.0,29.78592054433756,224.0,632.0,444.2637362637363,476.0,122.34097865624506,120.0,284.0,134.52747252747253,128.0,30.405805062914727,0
364.0,1568.0,997.1555962742403,1000.0,93.92350637209177,156.0,792.0,326.90609253321117,248.0,124.71429143752071,48.0,544.0,124.96136814780883,124.0,21.492441956471875,0
384.0,1520.0,1001.4990583804143,1104.0,271.75032419424696,164.0,728.0,460.6553672316384,414.0,143.29653930715673,52.0,536.0,125.89830508474576,120.0,44.13791321745164,0
320.0,1472.0,1032.2775052557813,1076.0,167.51885356123773,152.0,752.0,441.2585844428872,392.0,127.14887505483043,56.0,536.0,120.90539593552909,120.0,24.391547763075916,0
324.0,4192.0,1027.190516511431,1056.0,214.70747706123112,160.0,760.0,436.9618966977138,400.0,123.58701571485359,40.0,496.0,121.62574089754446,120.0,28.538646457740317,0
1020.0,1104.0,1065.5593220338983,1068.0,23.97758217581558,364.0,672.0,406.64406779661016,392.0,54.24669409965151,108.0,128.0,118.23728813559322,116.0,4.435370097300645,0
524.0,1240.0,1050.468085106383,1060.0,88.9161333430194,172.0,704.0,433.5744680851064,394.0,134.26961518112458,72.0,160.0,119.14893617021276,120.0,12.940088992104549,0
372.0,1744.0,939.3205479452055,1012.0,222.63427119426615,152.0,704.0,428.8511415525114,404.0,144.66388925665328,48.0,516.0,120.77442922374429,116.0,26.72913830859268,0
304.0,4904.0,948.8840813690668,964.0,173.50340117133481,-9940.0,784.0,-1073.329451722465,216.0,1950.861932029937,-12196.0,404.0,-1743.0160116448326,112.0,2605.1294279696294,0
308.0,7832.0,815.9327135900841,824.0,165.52465819693154,-8092.000000000001,8276.0,-942.2493909191584,-1380.0,1138.2756755026155,-13708.0,296.0,-3337.9685492801773,-3946.0,1412.2486417955504,0
456.0,900.0,736.4285714285714,762.0,110.28451146642377,276.0,508.0,327.7142857142857,304.0,65.64779244621424,112.0,160.0,153.57142857142858,156.0,9.990812105660492,0
676.0,1140.0,784.2962962962963,770.0,71.21735889868987,280.0,580.0,334.2962962962963,308.0,82.97291606962716,148.0,160.0,156.44444444444446,156.0,3.1426968052735447,0
720.0,880.0,765.0,768.0,28.520168302448706,288.0,576.0,342.0,304.0,95.61171476341171,152.0,164.0,157.2,156.0,3.1240998703626617,0
